Temperature,Rainfall,Humidity
12.79308303,126.0801852,33.59527511
36.91647274,60.24514961,72.57000597
37.01254171,3.714143753,74.94400027
28.99304372,177.7285339,76.5684047
20.17089373,45.38015345,56.03163532
20.47628724,185.8561303,86.41614221
31.77867037,143.4868902,67.35372114
36.9133078,152.530698,37.3825941
36.61259273,40.29229916,85.79695149
33.39626638,46.83888512,96.71474504
29.26094938,104.2535508,34.20254191
12.52419895,34.41997053,57.39459371
14.84886142,61.08633854,64.12612314
36.95662566,64.29249559,40.25295321
28.19287179,31.92598665,90.73962634
10.27591155,41.03656668,49.89047514
13.04414629,157.7103684,84.8105978
29.90505307,33.43917091,76.96961374
10.15184752,5.691478369,71.86320757
14.82424154,125.8709885,43.44999941
26.46201368,195.1966239,45.44924644
30.75685593,66.24276292,33.31438833
29.55883779,23.73114064,46.84987008
16.72807928,114.0774651,54.18105266
31.36537664,181.2708422,88.32017127
17.11747262,156.812356,55.64748667
19.76199094,124.5031737,82.82352479
32.39474215,63.01129932,60.76095969
29.48898697,108.3760347,84.94078184
35.47670231,18.24896826,98.33901203
29.72838677,135.7890849,46.78890906
27.0492581,145.0192038,90.36391284
12.81024303,193.0063246,73.52768604
21.03147409,52.07947175,87.21059831
17.95607103,3.691283809,75.61101316
17.3196893,109.1216929,59.67646551
39.19031664,141.3581009,45.96524576
21.79293174,158.0814952,34.90246577
36.76139666,38.7477866,67.48628551
28.93415878,52.35057381,99.32282662
33.84433911,102.5181851,81.66292635
25.07911279,66.12016199,52.9141879
27.30711654,172.1022973,87.90433601
24.77553081,94.75203075,83.82888001
15.85728963,159.9157288,49.71450553
31.67356346,116.1239521,31.00152429
18.42317087,154.6180283,38.2713847
10.72947899,66.53459731,91.41143332
29.36416888,166.2833244,88.55941247
15.31332038,54.91446311,50.66463006
38.21375753,109.2197616,49.96367984
38.61785731,42.80142263,85.5005491
37.44593171,95.10530433,95.64162289
21.10476101,63.6350419,84.53960798
10.4636985,53.34068613,72.39050739
37.84955688,193.3970036,46.98699452
22.84552445,32.0148211,66.80235399
38.99964457,157.4651675,46.3458301
38.90859931,196.8329919,86.56079941
35.59028366,3.980296748,57.08727557
18.83346676,139.8054828,88.35880519
21.55293186,50.58236111,56.71264526
35.53410015,8.097564866,87.69045836
19.50766015,80.57791579,53.33224706
15.0847824,187.043562,60.80928932
26.70403787,2.353018873,73.08418935
38.08464322,117.5771384,34.92013298
30.8808939,100.2792957,96.37449433
27.1018351,174.6768329,70.15240503
12.91529481,16.8003429,65.54740103
28.4502168,136.305206,88.75757798
39.7016155,136.0219397,90.60339109
14.20252046,133.8160034,66.55822832
25.54988957,188.466899,94.90836281
36.32119216,164.6175058,34.53164363
32.22305853,8.394545249,37.92580546
30.91047223,94.21657014,71.7751761
31.07452252,79.59061124,54.78461033
20.78473454,62.02944422,62.49576163
18.80775533,90.26734503,52.96554525
34.28083466,76.83883699,58.3307718
34.30340184,86.46677998,87.5852443
36.01216956,195.8523731,71.54333399
37.39721658,17.72659495,99.81411845
25.34027197,184.446174,85.08154385
25.04548884,96.04734269,49.15663779
33.94885537,124.7484491,48.50415824
29.49891792,166.0365933,53.51287891
31.05900632,72.09260583,89.02816365
33.87378008,86.08438162,31.91013555
36.70016025,81.90369606,46.11268952
20.13985471,74.94620451,93.34428942
21.26748858,185.1058643,74.79275053
12.8194582,165.7859782,45.87929669
27.34840423,21.79999797,45.34014778
11.07826821,21.6246705,90.38326712
23.96794054,85.57390297,92.56302558
26.27933904,19.73147535,47.92917637
18.59623756,123.8186191,59.43572507
27.72499782,28.73832145,88.4217017
10.9150075,104.4746528,83.9705207
11.12044566,1.443989401,86.97412746
34.67801682,63.31926968,66.28787336
20.80571924,135.4381447,93.80843338
13.81181538,96.80778805,52.81660808
25.6672978,195.6538972,40.9670494
33.09980659,174.8207592,79.61126328
16.47463082,71.81415581,67.75480912
28.68671427,9.097308294,89.82100382
12.56042395,169.12526,35.68114744
11.55045164,182.2468621,89.05846824
25.94063895,164.1254787,50.53062572
26.21905365,25.58998818,75.8398967
29.12289704,199.5830269,32.80901524
31.78274001,51.71684431,72.67069074
39.27556238,144.8409826,80.20901824
25.48901045,181.6069753,55.81251502
19.68869419,47.13742287,45.07874937
33.85558584,181.6517109,67.63414736
18.12496754,61.89631584,88.32335631
23.16914262,195.2826445,52.64831508
12.35369144,56.25200408,47.67285083
10.7605223,190.687165,49.5254716
38.87945244,10.70893018,96.4392507
35.07940362,141.8544023,55.1493841
30.87922618,106.4222268,30.25229679
22.26858833,95.57541542,84.71768456
15.1988296,44.69886285,78.94923567
14.69311128,141.119158,38.99977852
17.50728694,38.16189829,98.94329744
26.47679994,110.5683592,72.56435997
31.43787768,50.64907261,65.05456437
29.8059213,191.124276,56.75534873
18.39801691,5.726238767,92.90709289
38.64595842,39.94565602,47.0774437
32.1369075,48.46212128,50.00382302
26.63062158,82.81356515,38.56875647
28.35162239,46.54604837,83.13833669
22.58800187,98.26981805,71.68844963
17.43192969,174.4931047,72.63463185
20.67918036,142.4126843,45.29293017
32.73538331,115.9923961,75.58178724
10.43180466,17.8006356,83.58209131
13.48217922,138.7984217,55.05219715
11.38007926,33.28285686,86.09430008
11.22186407,157.2734772,54.4153412
35.66381752,50.0113517,83.06969231
31.10973578,83.40974566,32.36110752
24.22521487,70.09404046,68.5815221
12.93502482,171.7627829,97.86685924
24.74847625,25.30889174,98.68712205
24.20415312,113.1289765,49.72268048
15.1960561,28.41232189,60.89793638
23.01554948,140.9591672,34.40845356
21.95514203,181.0156256,91.13389153
28.47550294,86.92153077,69.80005072
29.05280953,97.61845205,56.95704753
11.35912029,185.4845673,37.89393909
21.23837844,104.1982777,96.27370998
28.77579747,97.51968761,67.11533335
25.09408776,115.6658205,49.80495504
35.69469524,137.8459473,54.51505911
29.76080895,21.37667502,48.94880266
14.88803281,164.2221055,72.12668662
12.11706242,87.10100549,95.0974503
29.27257835,14.46970198,89.96856623
10.79533932,157.2365338,62.22666128
27.57326744,75.38999434,87.85495536
38.20690724,20.07349902,59.61738369
27.26422534,126.7558079,47.66149985
21.64509779,176.0262707,98.83905807
29.29864655,177.5507019,51.27212976
23.74758671,191.532695,52.66069617
26.36850368,173.541092,99.27850075
38.24394426,0.428183869,39.37492452
21.58307913,76.04823328,83.23737916
38.83571691,163.708516,95.50689309
37.16051926,73.2506012,65.8256496
15.87373404,120.3097013,30.17652332
12.08083903,121.2633895,56.25412609
13.02334004,73.00506081,37.80982947
10.54665477,180.8947855,59.13313627
12.83328882,100.6456691,85.30187331
30.4902032,92.95684119,60.70980842
12.13565945,199.5027491,60.23475849
19.56926891,98.70007281,68.97526338
35.34625933,35.67965039,70.71834093
10.69815807,102.6138846,89.94074162
34.43405448,162.8033471,51.58488075
18.45564324,155.3720654,87.51698851
13.54494483,157.716353,69.61536241
30.90211496,141.6047568,51.03706848
28.8682854,50.84356581,50.65882308
36.32416041,172.4168172,55.2796262
32.05213131,178.6886931,73.58852698
34.10442791,38.83053932,46.1568212
18.46103718,26.09112731,94.42334932
15.32318631,195.1209937,70.24388089
32.51844255,173.6647927,94.40110439
34.20504218,178.6472294,33.2483051
39.71515426,177.2752769,53.98279593
22.37853031,108.3373648,31.59653625
21.16054257,129.2803473,49.05762706
33.29238882,109.0725704,90.34045306
20.22410621,10.24126984,32.56268011
37.92271977,149.1006171,60.53029699
35.75238256,101.0664067,38.22969493
22.86982082,129.541815,59.17884615
32.52613203,100.527961,88.7196109
32.63628622,98.36226446,73.61497234
13.09371607,34.3578219,81.57294417
37.0765872,55.74274303,54.43728808
25.15757117,31.77053839,96.10783865
34.79372398,39.13325913,79.64834656
19.60148803,194.5954761,59.52591735
36.86569685,30.62268915,59.85253602
21.67605036,53.85408486,94.30789246
10.32512954,118.1179315,70.34832854
37.16145929,122.0357152,79.44654469
12.7386003,30.79482595,59.19246572
19.57940913,158.7434852,45.65849353
38.50185901,157.0405736,80.64915044
38.51821441,47.46354084,72.54766405
27.20313664,57.73326054,65.09400163
28.95511637,187.5975731,73.6814658
23.45336566,165.1342892,44.57999102
18.79632315,139.5594066,85.57570946
19.85993636,16.4466443,96.37139635
30.17555368,83.65281618,92.37722009
32.57123588,111.8603744,52.50050217
33.74737131,37.4822576,58.42040413
33.68854428,89.64531642,86.58816099
12.73618309,120.2051755,71.65819916
24.83260914,65.47533602,68.35401106
11.7267628,156.1889638,94.86493773
26.48586647,168.0899163,67.52174727
23.24591504,64.72189389,66.04570757
36.63112548,167.7314309,32.94130139
20.52745038,20.71531322,34.8591871
13.51201049,167.5458197,30.51942155
14.28975046,30.55008633,93.9270958
32.84531895,16.5854305,58.5870662
28.5465419,128.3550809,62.79929633
13.03368028,94.38747315,89.17708633
12.52320418,181.5781201,72.64724173
31.02907394,72.63783922,72.66511175
12.18289019,57.43045269,50.75741005
34.65580178,100.1469812,88.37358617
31.18726681,91.18923715,41.60809832
12.44046342,68.88560924,33.72047145
12.54513142,138.7482597,43.41223503
39.59918736,151.9123668,48.74160531
21.22812387,170.5967938,49.76177405
21.11926441,194.5713209,76.9359519
34.38398702,53.33123843,45.24772111
38.41745732,143.2186965,77.36608131
39.58003191,78.8516471,36.37925213
32.60134556,135.4163944,40.30417228
21.28778757,95.19633807,65.61750139
12.5050215,198.7546206,94.53270618
33.31440748,145.7804272,90.16973122
26.75212749,190.4982601,97.81274097
22.72666028,166.9939099,75.53353457
37.19063155,180.5802022,77.30704065
13.33592447,162.8838394,73.75160993
24.77875313,91.83182608,73.5973246
10.34060934,50.35769067,40.29842415
24.05981926,74.06403509,68.06172693
11.68909827,4.047246528,57.02475534
13.56453749,104.7986335,60.9776051
13.5257874,101.0115601,66.65204011
29.47630906,105.050093,38.98773203
32.38134638,194.806245,55.16414137
27.50106295,182.2908007,34.44146926
38.86517645,32.34255567,98.57676913
21.24611739,73.77650431,38.29696202
18.57136259,84.79123589,48.0967317
36.05797385,72.10658357,92.39050487
16.70787516,159.6991927,63.78970324
38.89667618,104.807534,39.49460411
10.36463424,114.4199634,56.89613766
39.0963648,170.6027118,38.11075959
11.29479736,161.1856307,44.0151198
36.73429341,26.44230456,33.64208929
25.83103327,142.7829168,60.67592462
39.78894388,87.08722578,86.46452852
12.21389694,58.92978061,71.01784251
26.61562853,10.00376418,72.44417138
39.07907607,97.44991207,44.04088211
25.69293533,71.08733614,54.07256903
28.88195914,50.30260794,89.16694727
30.87246067,138.9343459,36.1499329
23.63623194,153.8970775,90.05514576
28.8267424,48.95790381,63.85830184
27.52942936,9.889487336,88.60032019
37.03474031,169.7505401,52.26044936
11.36339141,1.991948241,53.71900661
18.42889569,187.4224988,82.61234078
38.51234452,125.5239748,84.94973214
36.70791352,64.36932704,46.07512746
23.66970258,49.29558192,98.10099274
28.60397793,1.801132853,35.9143073
18.32143549,47.0942834,34.79520742
15.64363479,27.5456603,71.68529507
23.91095215,122.4332441,80.59185374
20.60056684,33.30911772,97.26202905
27.50968336,105.7259675,58.34620466
12.33203911,118.0232845,31.77039863
39.23184423,59.60833967,72.20274376
39.58632233,7.012989804,50.27872144
30.94485142,7.450776123,60.30629848
26.08289099,5.269466439,64.19286376
19.28582849,147.8249334,34.51588275
34.41385059,63.60194096,64.01872492
30.54193518,159.2600372,59.84237668
14.87850818,86.34656477,79.87809857
37.32781553,90.59962017,75.19661378
34.67611729,102.5765205,42.96510027
38.4939974,142.6062913,44.42972427
31.77158525,54.70057317,47.57043251
28.40245588,24.31746991,42.52653082
22.54729109,111.211467,76.00492398
37.9818545,65.39552465,99.61011254
35.98191669,88.49826273,75.64758384
11.3565601,129.3893417,72.46770823
10.79100923,98.82514823,58.69495533
21.29390101,124.0557634,51.88061812
34.31659992,108.8400004,93.77516298
39.61828388,147.9592744,97.83013119
14.51250673,141.1873235,64.77433229
27.82392146,106.8379784,50.31403469
21.4267257,135.7806042,83.90855454
39.09743193,174.7119205,39.27197536
35.26356769,86.45425756,83.59117664
35.14986114,82.55261455,87.3263862
24.06079479,152.8491242,38.74327612
22.44458507,116.5107674,98.38030282
18.20221216,14.20135604,98.98586033
11.6912649,178.4224031,95.57036355
35.94167129,6.156620448,64.72243666
34.38703027,149.6792712,47.22518996
39.9915302,151.7588285,70.74064966
39.89910511,190.6222171,59.39536869
26.66295117,10.82688168,44.41640513
33.06962246,119.3713722,59.65734867
38.3429719,85.56811413,76.4722885
35.48942172,66.12659097,34.96393176
17.42044305,18.06371206,53.3392601
23.51632406,112.5308239,31.2456423
13.87478245,95.80814513,82.46468538
38.62153082,20.91089163,74.84838873
28.18523903,122.4979014,34.38704943
16.85928417,147.5906241,97.53162917
30.15102053,153.4556602,31.583509
28.54384721,181.0746377,71.29724525
20.74488154,81.89414838,84.34572233
13.40672777,190.6145537,85.15274191
30.14719587,173.085881,32.39995949
25.60923103,59.3003142,93.44905928
33.16955175,31.85660747,94.29161703
25.60490503,87.07787923,69.29732612
35.56544501,80.37974159,63.74582392
26.55720516,115.1438611,33.14072241
26.82813915,116.6772465,69.33678998
36.29960808,149.9973969,58.65653572
22.10448599,101.9779896,84.09644852
14.02045685,20.96452819,58.27184968
10.86348029,171.6582671,77.85065833
32.65411767,61.95291664,37.09857024
28.60928654,194.2594921,39.30665895
31.12239304,23.57202174,39.77971335
16.38892485,191.6502344,33.18678499
14.09114427,18.20236138,67.89302015
10.43633997,46.20722759,85.57774082
20.51762676,9.315988417,72.72878426
27.69753061,141.0226293,70.24684199
21.76732135,170.0597473,77.64367499
23.12424766,86.81421636,53.77517262
37.12476083,185.704415,55.33678502
20.44766401,118.0598144,51.99890688
25.41968467,126.0014271,79.8476253
33.50959038,169.0838403,41.3148235
21.89628347,59.36004101,30.91176962
28.66260101,70.85314427,71.73375127
35.87091126,181.1903838,95.96669553
38.48561871,180.1926992,72.65855419
14.41220443,195.2965552,84.80451571
37.79762875,180.3676633,77.09534966
24.76348879,25.47440721,64.82056575
17.74733165,164.7448572,80.28746812
23.77407269,81.96769562,87.68728867
39.40097726,198.1602712,45.73121509
24.77854282,94.45619287,53.52913363
19.86254831,110.7672165,45.66080128
29.00202563,105.9549831,61.65210689
17.20436856,64.34740597,91.95451856
12.27589984,15.00441778,54.16449706
13.86639166,179.1302461,56.21268224
13.84137517,160.5351625,90.22570643
14.55708081,27.90535611,66.07620315
14.16481518,155.3536543,67.48142998
29.22624234,125.1693332,90.25608423
15.45640253,81.82875758,64.33687159
20.3700185,50.80422982,77.70902742
36.9036523,171.9457567,35.99512661
24.21884921,140.0376519,42.50421992
30.02673216,109.5479819,58.30633405
15.16959614,121.9137068,64.63873475
15.76867056,18.21323642,97.60135909
11.22605849,94.78395218,97.94561431
15.06805189,38.74005856,89.58379612
18.35771017,41.6767358,52.09191847
15.31031453,132.2607925,97.48198036
12.66107601,182.2512304,78.25386053
13.61907613,80.7513221,57.50580895
23.82336304,41.5498546,79.11724419
16.19001155,129.7493874,31.15659109
20.92809583,174.2374093,40.23082776
25.10251813,149.6637602,88.07799981
30.71184486,173.7514461,75.19015458
11.1793642,107.3109342,55.49362909
33.98231197,150.3752489,65.04666482
28.83701168,28.01291187,93.35995048
12.45277096,69.65492307,74.21046766
36.20735872,77.9098329,57.87044988
37.62617202,102.2591492,38.42286602
11.8323388,185.8152721,50.56227611
18.30632944,174.859312,98.4838163
34.18603839,26.90509846,60.6154144
32.44779071,34.55793038,63.02876247
15.53563058,71.52810992,64.90186227
16.2804797,58.14877318,91.88728161
21.11416308,122.9541906,72.27497991
24.53568956,180.5552096,78.55739255
28.54764315,192.4583083,57.25894798
21.06740919,130.7205905,32.0361333
23.87604148,167.6318403,95.168104
32.42412814,105.04044,96.43893766
11.10049609,41.66538937,96.44071373
17.57310833,104.9376824,96.05809607
31.40048758,111.0165203,87.06693587
36.85620513,148.4915128,77.92172351
25.35032326,43.97659794,89.11569428
25.96340456,73.66207642,72.03823673
13.21516034,72.80549384,39.40587297
23.422371,191.8879191,57.38527155
25.97851799,88.78899207,97.99064384
17.27411511,151.0187935,54.57964695
18.07729693,150.1622763,90.74795396
21.31852489,53.10883696,36.52480295
10.60213593,114.3739379,53.39286897
19.66237497,178.8605787,54.56673273
16.34344021,95.03954389,33.61217802
19.82492057,189.0235015,38.33660311
13.59286395,42.89164586,43.52156478
36.71581842,14.83182115,88.64709136
27.80777361,178.2907746,34.4381393
30.37306957,169.5362396,50.90906309
33.67513716,198.5179752,30.71225018
24.95326597,135.8786976,78.69394218
12.60760864,187.3375853,73.4212163
26.11319625,165.389805,75.14875834
27.60523354,168.8852666,56.20679493
32.36318423,113.8283141,44.57874749
22.94978639,76.47291958,80.42241493
13.82740908,186.9116145,86.77825109
18.51327717,86.42343512,39.70210487
20.89246889,107.7638734,64.07805996
29.37751724,89.22286143,47.41009774
27.12334914,112.9636628,41.76748028
20.68290178,94.1010158,81.40277194
39.59545746,9.593511716,67.66678548
28.17324458,176.4096372,45.13297327
17.11680375,88.87876378,51.70000078
13.05347418,117.7887297,97.66575699
14.58577418,27.83756055,89.40756953
17.37873185,0.677569597,91.596272
14.8204412,49.05801873,62.2008468
15.59701072,140.9172064,73.66650847
18.55285506,19.83890602,56.37374181
15.20120786,181.7774881,35.4398383
36.90296274,43.00451387,58.07485175
12.40701237,40.91872286,71.57865272
25.73534169,36.30159232,50.10009895
22.31190481,2.796342594,89.35654023
39.47135851,154.3610937,40.57701114
13.36116707,175.0069062,55.69903626
21.93566797,122.8325405,38.74327337
39.084113,37.63999634,58.33824938
35.96521378,57.05559939,32.77629135
34.51216213,95.18533947,49.07845765
17.73708481,190.8691903,58.05146786
15.12662762,49.47027436,63.47157543
30.0592966,146.3291808,68.05874509
37.88127967,87.88964466,49.24937909
26.70288679,59.56946967,66.61289342
27.14838068,91.1831874,65.63032351
18.39937281,14.24134351,52.13246356
33.084788,159.7374742,88.11402315
15.61131246,48.6603856,68.19487886
19.71037709,145.0824246,53.25888031
22.76309316,13.66967429,96.31369585
25.22831136,191.0197112,89.15786891
17.27229197,38.60299708,98.78114681
13.44510474,176.5484152,78.45637123
28.31860127,161.8946419,56.47560339
18.6589166,193.5719848,49.66024667
27.43714664,95.57813219,76.43224906
14.63088146,145.4794588,98.65716077
24.43420306,74.14213141,73.87005561
25.97768298,36.8736476,91.71304587
11.5547061,88.61518659,53.03724017
20.09812835,33.14980308,58.48676477
14.03244031,196.4089246,93.43926677
11.90124911,19.24929823,82.98066914
39.69880697,117.8423447,98.69872243
19.67061535,125.2927711,84.23349468
34.29623338,107.6159086,61.39609951
17.63921964,132.4371771,67.17476139
30.44508167,23.236155,93.03608447
32.8068358,111.0037048,68.61527153
27.86916222,57.44251423,47.87781619
24.14728566,188.0352127,60.49338689
22.35522742,152.4143307,66.14211922
20.466048,194.5028964,36.77038835
37.88587433,7.511213948,82.0633872
34.91858223,57.02663504,37.65477533
38.95080732,39.08451733,58.34423994
13.7289167,2.230917462,86.32357091
31.92602426,48.46514605,62.72992531
38.1502137,135.7551967,88.94108638
15.43699198,46.21778443,53.93169254
11.99488802,101.8006891,97.03454058
32.23361948,177.563623,44.66279023
27.2341934,138.7515841,32.67849015
35.2548633,78.92581398,91.06985801
14.1931713,74.49378778,82.65419012
33.85801936,91.1471628,46.23886859
16.0488196,35.40828821,98.9319125
14.90967829,126.8001535,65.15960905
14.92797394,72.83056382,96.57458081
34.43724161,170.4730699,65.352014
29.95591662,151.310532,63.03122107
25.69196274,122.1026328,61.4396976
20.76491452,72.84044453,53.44126933
36.31601622,41.98636633,67.3591048
21.77335322,155.2303728,61.67882634
34.49798318,97.2818198,32.57228136
23.17404726,44.95000764,48.23046634
21.30833288,39.03492301,44.91859601
23.88039357,33.0801809,90.72049216
19.04133622,155.4322392,71.92089841
32.42828141,45.79743706,83.45781703
25.0816117,105.3284527,96.97782264
16.96638085,90.30927219,75.08274908
36.9872372,115.9221798,98.7826994
21.51673664,175.4309801,51.82348362
26.30658583,173.549478,43.03870276
37.19416333,90.21521436,58.23169216
28.72713988,3.073250147,62.95595905
13.50694122,85.28876114,92.675308
38.19496371,121.2387075,69.19583073
28.83124159,111.5529518,50.45266996
20.04716844,130.2672212,81.9843998
14.17816218,30.81514649,65.4082356
33.82075568,129.3070198,41.34923617
28.60218268,36.53032375,70.37738513
26.00383276,150.1047961,93.79761758
36.81677749,67.81752265,88.98358322
33.65791634,141.9790867,71.07669808
14.55024639,9.573119781,56.39582217
19.35166203,81.57200512,36.08851257
17.45467419,141.0069045,62.87542463
32.31838878,45.37410327,82.64556063
11.00597304,159.057409,55.21916038
27.09669055,126.1559466,46.48127779
32.87376057,117.5123544,95.19658035
36.3029691,70.70977084,87.50889903
20.26245246,96.49029408,74.67929336
34.63771914,119.4698602,39.57483407
13.31895211,94.49242278,40.14361883
35.39356875,139.6626648,37.2253714
13.82465987,86.73938662,73.14076668
21.91861872,40.45463635,38.08939575
33.91886097,42.78675656,88.98390392
14.49752282,1.160753769,99.50755013
16.87754186,60.19154311,55.64437293
31.66757705,149.7835281,61.75688929
